scorer,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1142,184.911,51.286,1.0,184.784,61.407,1.0,185.769,72.601,1.0,186.411,87.821,1.0,186.29,104.583,1.0,184.354,123.763,1.0,183.382,141.599,1.0,180.445,160.447,1.0,179.158,178.717,1.0,178.476,198.788,1.0,172.987,214.796,1.0,172.523,224.068,1.0
1143,184.983,51.383,1.0,184.818,61.512,1.0,185.494,72.75,1.0,186.268,87.803,1.0,186.017,104.886,1.0,184.25,123.944,1.0,182.864,142.228,1.0,179.942,161.008,1.0,178.27,179.042,1.0,177.913,198.934,1.0,172.847,215.007,1.0,172.367,223.786,1.0
1144,184.996,51.281,1.0,184.822,61.394,1.0,185.486,72.612,1.0,186.105,87.574,1.0,185.83,104.785,1.0,184.03,123.817,1.0,182.731,142.079,1.0,179.968,160.652,1.0,178.187,178.429,1.0,177.952,198.33,1.0,172.83,214.545,1.0,172.258,223.661,1.0
1145,185.018,51.401,1.0,184.84,61.501,1.0,185.467,72.762,1.0,186.112,87.901,1.0,185.569,105.41,1.0,183.889,124.354,1.0,182.403,142.861,1.0,179.996,161.03,1.0,178.132,179.112,1.0,177.759,198.966,1.0,172.776,215.223,1.0,172.314,223.901,1.0
1146,185.069,51.326,1.0,184.976,61.374,1.0,185.644,72.596,1.0,186.351,87.687,1.0,185.818,104.885,1.0,183.829,123.971,1.0,182.507,142.69,1.0,179.921,161.162,1.0,178.254,179.579,1.0,177.663,199.519,1.0,172.584,215.856,1.0,172.553,224.035,1.0
1147,184.987,51.15,1.0,184.889,61.124,1.0,185.622,72.418,1.0,186.305,87.713,1.0,185.791,104.85,1.0,183.991,124.117,1.0,182.402,142.695,1.0,180.112,161.024,1.0,178.44,179.758,1.0,178.039,199.789,1.0,172.913,215.967,1.0,173.34,224.243,1.0
1148,185.019,51.098,1.0,184.912,61.086,1.0,185.57,72.32,1.0,186.31,87.522,1.0,185.871,104.772,1.0,184.202,124.036,1.0,182.898,142.535,1.0,180.451,161.172,1.0,178.788,180.257,1.0,178.456,200.27,1.0,173.005,216.234,1.0,173.508,224.386,1.0
1149,185.013,51.181,1.0,184.939,61.126,1.0,185.61,72.333,1.0,186.313,87.378,1.0,186.047,104.475,1.0,184.442,123.902,1.0,183.179,142.397,1.0,180.509,161.182,1.0,178.625,180.386,1.0,178.282,200.427,1.0,173.112,216.234,1.0,173.023,224.442,1.0
1150,184.937,51.195,1.0,184.874,61.149,1.0,185.525,72.395,1.0,186.356,87.339,1.0,186.314,103.896,1.0,184.224,123.221,1.0,182.747,141.763,1.0,180.333,160.858,1.0,178.82,180.277,1.0,178.543,200.237,1.0,173.159,215.895,1.0,172.841,224.371,1.0
1151,184.976,51.141,1.0,184.876,61.041,1.0,185.551,72.323,1.0,186.273,87.357,1.0,185.893,104.717,1.0,184.092,123.701,1.0,182.422,142.595,1.0,180.192,160.745,1.0,178.633,179.371,1.0,178.386,199.31,1.0,173.115,215.303,1.0,172.676,224.038,1.0
1152,185.039,50.859,1.0,184.949,61.008,1.0,185.327,72.305,1.0,185.7,87.833,1.0,186.063,104.744,1.0,184.203,124.167,1.0,183.356,142.085,1.0,180.564,160.918,1.0,178.405,179.178,1.0,177.674,199.047,1.0,172.567,214.812,1.0,172.215,223.575,1.0
1153,185.127,51.006,1.0,184.95,61.17,1.0,185.318,72.399,1.0,185.771,87.991,1.0,186.236,104.749,1.0,184.187,124.153,1.0,183.317,142.244,1.0,180.49,161.132,1.0,178.363,179.507,1.0,177.49,199.278,1.0,172.399,215.312,1.0,172.18,223.481,1.0
1154,184.943,51.144,1.0,184.728,61.392,1.0,185.12,72.67,1.0,185.733,88.301,1.0,186.032,105.11,1.0,183.78,124.167,1.0,182.942,142.493,1.0,180.47,161.251,1.0,178.465,179.811,1.0,177.719,199.391,1.0,172.574,215.406,1.0,172.117,223.504,1.0
1155,184.884,51.255,1.0,184.668,61.532,1.0,185.061,72.908,1.0,185.666,86.787,1.0,185.963,105.475,1.0,183.662,124.409,1.0,182.828,142.794,1.0,180.453,161.563,1.0,178.526,180.411,1.0,177.736,199.91,1.0,172.816,215.679,1.0,172.761,223.509,1.0
1156,185.006,51.357,1.0,184.844,61.621,1.0,185.226,72.799,1.0,185.8,88.183,1.0,186.122,104.971,1.0,183.891,123.964,1.0,183.132,142.349,1.0,180.564,161.093,1.0,179.014,180.401,1.0,178.412,199.981,1.0,173.633,216.226,1.0,173.891,224.038,1.0
1157,184.999,51.36,1.0,184.791,61.652,1.0,185.193,72.866,1.0,186.049,88.134,1.0,186.494,104.695,1.0,184.221,123.594,1.0,183.588,141.776,1.0,180.951,160.622,1.0,179.814,179.712,1.0,179.001,199.394,1.0,173.634,215.702,1.0,173.37,224.052,1.0
1158,184.999,51.263,1.0,184.813,61.581,1.0,185.151,72.795,1.0,185.82,88.222,1.0,186.313,104.976,1.0,184.145,123.969,1.0,183.522,142.177,1.0,181.033,161.218,1.0,179.609,180.195,1.0,179.04,199.637,1.0,173.724,216.094,1.0,173.663,223.99,1.0
1159,184.972,51.292,1.0,184.816,61.54,1.0,185.065,72.808,1.0,185.92,88.098,1.0,186.581,104.407,1.0,183.766,123.458,1.0,183.023,141.771,1.0,180.727,160.823,1.0,179.551,179.702,1.0,178.915,199.242,1.0,173.703,215.425,1.0,173.483,223.853,1.0
1160,185.01,51.276,1.0,184.84,61.488,1.0,185.175,72.748,1.0,185.951,88.26,1.0,186.373,104.723,1.0,183.933,123.653,1.0,183.328,141.826,1.0,180.392,160.451,1.0,179.144,179.112,1.0,178.198,199.022,1.0,173.256,215.371,1.0,173.015,223.709,1.0
1161,184.898,51.316,1.0,184.755,61.559,1.0,185.112,72.901,1.0,186.026,88.394,1.0,186.171,104.923,1.0,183.647,123.797,1.0,182.845,142.137,1.0,180.253,160.425,1.0,178.702,179.536,1.0,177.735,199.069,1.0,172.48,214.979,1.0,171.932,222.809,1.0
1162,184.884,51.277,1.0,184.724,61.449,1.0,185.008,72.823,1.0,185.931,88.267,1.0,186.086,104.934,1.0,183.507,123.89,1.0,182.122,142.55,1.0,179.913,160.785,1.0,178.359,179.583,1.0,177.581,199.14,1.0,172.553,215.184,1.0,171.885,223.011,1.0
1163,184.942,51.191,1.0,184.79,61.404,1.0,185.068,72.672,1.0,185.764,88.372,1.0,185.811,105.376,1.0,183.709,124.401,1.0,181.994,143.171,1.0,179.844,161.455,1.0,177.835,180.127,1.0,177.294,199.822,1.0,172.19,215.672,1.0,171.633,223.205,1.0
1164,184.719,51.113,1.0,184.713,61.344,1.0,185.378,72.538,1.0,185.644,88.252,1.0,185.561,105.441,1.0,184.197,124.554,1.0,182.533,142.671,1.0,180.044,161.249,1.0,178.036,179.74,1.0,177.272,199.484,1.0,172.618,215.282,1.0,172.694,223.684,1.0
1165,184.929,51.212,1.0,184.85,61.434,1.0,185.481,72.603,1.0,185.855,88.13,1.0,185.691,105.412,1.0,184.456,124.622,1.0,182.827,142.447,1.0,180.305,160.772,1.0,178.876,179.588,1.0,178.04,199.665,1.0,173.114,215.652,1.0,173.591,223.768,1.0
1166,184.925,51.178,1.0,184.9,61.319,1.0,185.545,72.522,1.0,186.186,87.94,1.0,186.164,105.093,1.0,186.467,123.658,1.0,183.424,142.344,1.0,180.686,160.813,1.0,179.134,180.019,1.0,178.261,200.081,1.0,172.947,215.673,1.0,173.379,223.943,1.0
1167,184.859,51.176,1.0,184.874,61.379,1.0,185.512,72.54,1.0,186.122,87.664,1.0,186.142,104.796,1.0,186.502,123.357,1.0,183.53,142.26,1.0,180.684,160.773,1.0,179.131,180.106,1.0,178.25,200.057,1.0,173.059,215.655,1.0,173.573,223.723,1.0
1168,184.911,51.129,1.0,184.948,61.288,1.0,185.559,72.452,1.0,186.134,87.672,1.0,186.15,104.53,1.0,184.356,123.698,1.0,182.972,142.111,1.0,180.343,160.829,1.0,178.967,180.217,1.0,178.11,200.116,1.0,172.996,215.929,1.0,173.19,224.023,1.0
1169,184.903,51.273,1.0,184.94,61.401,1.0,185.52,72.734,1.0,186.286,87.976,1.0,185.978,104.913,1.0,184.025,123.972,1.0,182.688,142.381,1.0,180.194,160.775,1.0,178.506,179.907,1.0,177.687,199.67,1.0,172.827,215.787,1.0,172.737,224.008,1.0
1170,184.809,51.389,1.0,184.816,61.632,1.0,185.435,73.083,1.0,186.38,88.425,1.0,185.987,105.351,1.0,184.005,124.251,1.0,182.328,142.767,1.0,180.055,160.98,1.0,178.393,180.236,1.0,177.488,199.878,1.0,172.463,215.852,1.0,172.131,223.546,1.0
1171,184.926,51.481,1.0,184.896,61.767,1.0,185.307,73.06,1.0,186.349,88.429,1.0,185.909,105.468,1.0,184.103,124.456,1.0,182.085,142.981,1.0,179.917,161.498,1.0,178.155,180.037,1.0,177.371,199.829,1.0,172.514,215.771,1.0,172.064,223.148,1.0
1172,184.867,51.493,1.0,184.87,61.754,1.0,185.315,72.972,1.0,186.348,88.1,1.0,185.979,105.086,1.0,184.059,124.242,1.0,182.551,142.757,1.0,179.98,161.182,1.0,178.243,180.642,1.0,177.233,200.166,1.0,172.554,216.221,1.0,172.405,223.348,1.0
1173,184.896,51.39,1.0,184.888,61.592,1.0,185.277,72.852,1.0,186.31,87.956,1.0,186.01,104.999,1.0,184.261,124.049,1.0,182.92,142.509,1.0,180.461,161.218,1.0,178.683,180.603,1.0,177.625,200.397,1.0,172.527,216.0,1.0,172.595,223.622,1.0
1174,184.822,51.341,1.0,184.867,61.556,1.0,185.357,72.847,1.0,186.203,88.137,1.0,185.779,105.394,1.0,184.292,124.31,1.0,182.849,142.656,1.0,180.469,161.326,1.0,178.857,180.427,1.0,178.151,200.333,1.0,173.095,216.003,1.0,173.721,223.882,1.0
1175,184.808,51.349,1.0,184.807,61.574,1.0,185.336,72.865,1.0,186.232,88.302,1.0,185.798,105.766,1.0,184.482,124.578,1.0,182.96,142.901,1.0,180.901,161.521,1.0,179.12,179.894,1.0,178.392,199.981,1.0,173.057,215.664,1.0,173.624,223.924,1.0
1176,184.824,51.217,1.0,184.702,61.507,1.0,185.271,72.989,1.0,185.647,86.922,1.0,185.645,105.732,1.0,184.349,124.665,1.0,183.146,142.311,1.0,180.628,160.675,1.0,178.951,179.013,1.0,178.229,199.045,1.0,173.081,214.792,1.0,173.445,224.406,1.0
1177,184.891,51.184,1.0,184.72,61.444,1.0,185.328,72.948,1.0,185.906,88.259,1.0,185.981,105.289,1.0,184.199,124.309,1.0,183.34,142.0,1.0,180.754,160.496,1.0,178.906,178.893,1.0,178.105,199.072,1.0,172.734,214.837,1.0,172.811,224.467,1.0
1178,184.997,51.23,1.0,184.835,61.458,1.0,185.413,72.972,1.0,185.862,88.135,1.0,185.703,105.386,1.0,184.022,124.273,1.0,182.577,142.694,1.0,180.242,161.033,1.0,178.15,179.74,1.0,177.609,199.622,1.0,172.569,215.293,1.0,172.625,224.419,1.0
1179,185.089,51.083,1.0,184.886,61.313,1.0,185.027,72.625,1.0,185.541,87.831,1.0,185.603,105.015,1.0,183.729,124.076,1.0,182.404,142.702,1.0,179.811,160.811,1.0,177.773,179.406,1.0,177.461,199.125,1.0,172.303,215.215,1.0,172.025,223.754,1.0
1180,184.989,51.244,1.0,184.796,61.467,1.0,185.144,72.729,1.0,185.771,88.01,1.0,185.521,105.744,1.0,183.672,124.759,1.0,181.833,143.659,1.0,179.787,161.726,1.0,177.781,179.579,1.0,177.614,199.418,1.0,172.296,215.229,1.0,172.013,223.405,1.0
1181,184.991,51.228,1.0,184.766,61.463,1.0,185.061,72.726,1.0,185.697,88.069,1.0,185.613,105.714,1.0,183.657,124.707,1.0,181.854,143.636,1.0,179.817,161.776,1.0,177.904,179.528,1.0,177.572,199.438,1.0,172.275,215.176,1.0,172.087,223.603,1.0
1182,185.067,51.247,1.0,184.872,61.312,1.0,185.267,72.501,1.0,185.744,87.739,1.0,185.794,104.885,1.0,183.725,124.197,1.0,182.15,143.204,1.0,179.746,161.679,1.0,177.996,180.521,1.0,177.714,200.354,1.0,172.862,216.214,1.0,172.987,224.176,1.0
1183,184.956,51.278,1.0,184.829,61.36,1.0,185.379,72.486,1.0,186.005,87.605,1.0,186.345,104.262,1.0,183.906,123.669,1.0,182.777,142.051,1.0,180.312,160.69,1.0,178.748,180.125,1.0,177.858,199.775,1.0,173.034,215.951,1.0,173.192,223.935,1.0
1184,185.01,51.207,1.0,184.872,61.238,1.0,185.222,72.447,1.0,185.792,87.531,1.0,186.188,104.352,1.0,183.855,123.821,1.0,182.834,142.326,1.0,180.331,161.345,1.0,178.695,180.449,1.0,178.188,200.328,1.0,173.049,216.426,1.0,173.95,224.237,1.0
1185,184.939,51.24,1.0,184.846,61.375,1.0,185.326,72.481,1.0,185.724,87.736,1.0,185.936,104.949,1.0,184.212,124.316,1.0,182.912,142.511,1.0,180.585,161.192,1.0,178.743,179.933,1.0,178.024,199.962,1.0,172.898,216.081,1.0,173.492,223.621,1.0
1186,185.052,51.176,1.0,184.882,61.262,1.0,185.27,72.451,1.0,185.775,87.737,1.0,186.171,104.612,1.0,183.956,123.898,1.0,183.083,142.202,1.0,180.599,161.027,1.0,178.824,179.778,1.0,177.968,199.638,1.0,172.943,215.67,1.0,173.045,223.912,1.0
1187,185.025,51.25,1.0,184.888,61.298,1.0,185.331,72.516,1.0,185.96,87.935,1.0,186.229,104.495,1.0,183.796,123.751,1.0,182.686,142.334,1.0,180.159,161.123,1.0,178.383,180.058,1.0,177.587,199.814,1.0,172.469,215.338,1.0,172.604,223.349,1.0
1188,184.636,51.433,1.0,184.494,61.965,1.0,185.571,73.644,1.0,185.691,87.361,1.0,185.435,106.847,1.0,184.175,125.095,1.0,182.418,142.998,1.0,179.779,161.121,1.0,177.754,179.584,1.0,177.238,199.473,1.0,172.426,215.486,1.0,172.487,224.008,1.0
1189,184.857,51.557,1.0,184.64,62.108,1.0,185.678,73.674,1.0,185.904,87.468,1.0,185.533,106.685,1.0,184.219,125.07,1.0,182.459,143.057,1.0,179.903,161.289,1.0,177.884,179.641,1.0,177.333,199.463,1.0,172.437,215.525,1.0,172.505,223.831,1.0
1190,184.915,51.544,1.0,184.729,61.982,1.0,186.038,73.544,1.0,185.884,87.338,1.0,185.459,106.689,1.0,184.246,124.915,1.0,182.484,142.956,1.0,180.011,161.098,1.0,178.007,179.67,1.0,177.516,199.483,1.0,172.76,215.547,1.0,172.808,224.29,1.0
1191,185.029,51.467,1.0,184.904,61.712,1.0,185.959,73.225,1.0,185.936,86.927,1.0,185.547,106.379,1.0,186.428,124.245,1.0,182.989,142.969,1.0,180.465,161.28,1.0,178.47,180.24,1.0,177.825,199.823,1.0,173.072,216.045,1.0,173.362,224.806,1.0
1192,185.119,51.507,1.0,184.977,61.749,1.0,186.088,73.139,1.0,186.16,88.4,1.0,185.814,105.786,1.0,186.555,123.901,1.0,183.339,142.42,1.0,180.739,160.896,1.0,179.079,179.559,1.0,178.4,199.679,1.0,173.142,215.889,1.0,173.343,224.471,1.0
1193,185.045,51.552,1.0,184.914,61.819,1.0,186.106,73.264,1.0,186.118,86.91,1.0,185.941,105.667,1.0,184.31,124.233,1.0,183.127,142.578,1.0,180.666,161.378,1.0,179.023,180.696,1.0,178.499,200.369,1.0,173.488,216.361,1.0,173.795,223.881,1.0
1194,184.976,51.522,1.0,184.85,61.817,1.0,185.967,73.224,1.0,186.154,88.545,1.0,186.028,105.542,1.0,186.666,123.684,1.0,183.136,142.308,1.0,180.736,160.965,1.0,179.22,179.657,1.0,178.617,199.545,1.0,173.597,215.504,1.0,173.707,223.769,1.0
1195,185.125,51.525,1.0,185.022,61.67,1.0,186.029,73.024,1.0,186.412,88.111,1.0,186.237,104.988,1.0,186.658,123.194,1.0,183.12,142.139,1.0,180.468,160.985,1.0,179.008,180.286,1.0,178.118,199.868,1.0,173.244,215.806,1.0,172.942,224.018,1.0
1196,185.033,51.471,1.0,184.948,61.571,1.0,185.904,72.926,1.0,186.282,87.886,1.0,186.113,104.797,1.0,183.879,123.699,1.0,182.88,142.029,1.0,180.15,160.83,1.0,178.314,179.66,1.0,177.675,199.3,1.0,172.507,214.972,1.0,172.176,223.204,1.0
1197,185.105,51.423,1.0,185.011,61.592,1.0,185.848,72.975,1.0,186.17,88.013,1.0,185.959,105.208,1.0,184.169,123.92,1.0,182.922,142.136,1.0,180.065,160.711,1.0,177.991,179.021,1.0,177.478,198.702,1.0,172.226,214.444,1.0,172.02,222.88,1.0
1198,184.986,51.329,1.0,184.877,61.481,1.0,185.234,72.819,1.0,185.972,87.929,1.0,185.833,105.092,1.0,184.121,123.851,1.0,182.872,142.283,1.0,180.087,160.931,1.0,177.808,179.417,1.0,177.54,199.171,1.0,172.148,214.885,1.0,171.798,222.85,1.0
1199,185.029,51.43,1.0,184.895,61.584,1.0,185.268,72.926,1.0,186.141,88.083,1.0,185.885,105.33,1.0,186.567,123.504,1.0,183.213,142.406,1.0,180.544,160.831,1.0,178.827,179.822,1.0,178.405,199.905,1.0,173.118,215.932,1.0,173.106,224.176,1.0
1200,184.942,50.806,1.0,184.948,60.856,1.0,185.706,71.983,1.0,185.699,86.885,1.0,186.114,103.727,1.0,186.806,122.348,1.0,183.691,141.453,1.0,180.752,160.68,1.0,179.033,179.049,1.0,178.473,198.995,1.0,173.281,215.202,1.0,173.338,224.1,1.0
1201,184.968,50.752,1.0,184.942,60.829,1.0,185.593,72.035,1.0,185.622,87.14,1.0,186.013,104.129,1.0,186.822,122.477,1.0,183.571,141.551,1.0,180.942,160.589,1.0,179.601,179.018,1.0,178.836,198.854,1.0,173.404,215.065,1.0,173.398,224.281,1.0
1202,185.042,50.88,1.0,185.006,60.892,1.0,185.686,72.151,1.0,186.011,87.215,1.0,186.027,103.983,1.0,186.632,122.235,1.0,183.205,141.63,1.0,180.51,160.736,1.0,179.128,179.213,1.0,178.388,199.319,1.0,173.202,215.669,1.0,173.275,224.069,1.0
1203,185.008,50.874,1.0,184.998,60.839,1.0,185.598,72.065,1.0,185.835,86.996,1.0,185.852,104.082,1.0,183.75,123.241,1.0,182.498,142.336,1.0,180.041,161.116,1.0,178.556,179.696,1.0,177.647,199.363,1.0,172.809,215.619,1.0,172.945,223.811,1.0
1204,185.03,50.877,1.0,184.987,60.802,1.0,185.645,72.128,1.0,185.891,87.079,1.0,186.135,103.664,1.0,183.663,123.065,1.0,182.429,142.23,1.0,179.735,161.268,1.0,178.189,180.126,1.0,177.486,199.586,1.0,172.19,215.682,1.0,171.738,223.114,1.0
1205,185.04,50.989,1.0,185.021,61.003,1.0,185.719,72.154,1.0,185.715,87.305,1.0,185.624,104.673,1.0,183.891,123.821,1.0,181.951,142.839,1.0,179.583,161.323,1.0,177.742,179.49,1.0,177.158,199.09,1.0,171.974,215.468,1.0,171.851,223.132,1.0
1206,184.987,50.985,1.0,184.984,61.015,1.0,185.686,72.137,1.0,185.747,87.307,1.0,185.729,104.698,1.0,183.857,123.652,1.0,182.147,142.807,1.0,179.59,161.442,1.0,177.778,180.253,1.0,177.284,199.742,1.0,172.434,216.218,1.0,172.268,223.318,1.0
1207,184.933,51.083,1.0,184.846,61.18,1.0,185.561,72.409,1.0,185.893,87.524,1.0,185.148,105.868,1.0,184.048,124.701,1.0,181.767,143.876,1.0,180.155,162.52,1.0,178.228,180.8,1.0,177.951,200.271,1.0,173.056,216.466,1.0,172.996,224.471,1.0
1208,184.921,51.109,1.0,184.86,61.251,1.0,185.591,72.439,1.0,186.04,87.649,1.0,185.404,105.537,1.0,184.395,124.467,1.0,182.242,143.391,1.0,180.33,162.004,1.0,178.836,180.955,1.0,178.867,200.199,1.0,173.992,216.126,1.0,174.035,224.177,1.0
1209,184.971,51.016,1.0,184.948,61.086,1.0,185.697,72.211,1.0,185.879,87.107,1.0,185.586,105.036,1.0,184.697,124.117,1.0,183.007,142.762,1.0,180.752,161.608,1.0,179.275,180.348,1.0,178.671,200.023,1.0,173.401,215.94,1.0,173.987,223.558,1.0
1210,185.041,51.186,1.0,184.991,61.199,1.0,185.641,72.291,1.0,185.952,86.985,1.0,185.791,104.366,1.0,183.922,123.604,1.0,182.908,142.138,1.0,180.743,161.047,1.0,179.482,179.57,1.0,178.75,199.408,1.0,173.294,215.441,1.0,173.202,223.614,1.0
1211,185.048,51.165,1.0,185.03,61.131,1.0,185.669,72.212,1.0,186.011,86.98,1.0,185.642,104.379,1.0,183.983,123.579,1.0,182.653,142.54,1.0,180.242,161.334,1.0,178.854,179.974,1.0,178.2,199.797,1.0,172.972,215.676,1.0,173.355,223.524,1.0
1212,184.833,51.098,1.0,184.7,61.403,1.0,185.279,72.691,1.0,185.585,87.001,1.0,185.661,105.767,1.0,184.23,124.596,1.0,182.997,142.313,1.0,180.123,160.748,1.0,178.589,178.812,1.0,177.88,198.808,1.0,172.984,215.088,1.0,172.624,223.741,1.0
1213,184.839,50.886,1.0,184.908,61.127,1.0,185.49,72.291,1.0,185.731,87.992,1.0,186.073,104.697,1.0,183.998,123.719,1.0,182.535,141.8,1.0,179.825,160.329,1.0,178.337,178.564,1.0,177.401,198.357,1.0,172.162,214.668,1.0,171.502,222.745,1.0
1214,185.019,51.086,1.0,184.98,61.326,1.0,185.476,72.44,1.0,185.897,88.194,1.0,186.007,105.101,1.0,184.088,124.055,1.0,182.595,142.152,1.0,179.948,160.547,1.0,178.308,178.796,1.0,177.476,198.572,1.0,172.162,214.838,1.0,171.539,222.736,1.0
1215,184.996,51.006,1.0,184.962,61.233,1.0,185.501,72.427,1.0,185.983,88.298,1.0,185.859,105.298,1.0,184.116,124.181,1.0,182.316,142.841,1.0,180.041,161.232,1.0,178.672,180.206,1.0,178.152,199.828,1.0,172.914,215.997,1.0,172.702,223.614,1.0
1216,185.072,51.005,1.0,185.034,61.263,1.0,185.513,72.303,1.0,185.826,88.267,1.0,186.005,105.181,1.0,184.317,124.186,1.0,182.953,142.484,1.0,180.515,160.992,1.0,179.405,179.734,1.0,178.781,199.576,1.0,173.479,215.605,1.0,173.315,224.117,1.0
1217,185.024,51.001,1.0,185.032,61.168,1.0,185.382,72.217,1.0,185.654,87.618,1.0,186.513,104.18,1.0,186.876,122.55,1.0,183.705,141.883,1.0,180.977,161.229,1.0,179.785,180.935,1.0,179.129,200.579,1.0,173.524,216.255,1.0,173.762,224.083,1.0
1218,185.033,50.972,1.0,185.006,61.155,1.0,185.347,72.241,1.0,185.641,87.766,1.0,186.354,104.391,1.0,186.744,122.854,1.0,183.907,141.857,1.0,180.957,160.95,1.0,179.703,180.198,1.0,179.198,200.281,1.0,173.676,215.68,1.0,173.92,224.018,1.0
1219,185.004,50.862,1.0,184.948,61.073,1.0,185.333,72.169,1.0,185.689,87.812,1.0,186.28,104.67,1.0,186.749,122.895,1.0,183.603,141.911,1.0,180.922,160.876,1.0,179.524,179.248,1.0,178.943,199.358,1.0,173.444,215.267,1.0,173.542,223.781,1.0
1220,185.221,50.861,1.0,185.084,60.88,1.0,185.304,71.974,1.0,185.624,87.222,1.0,186.015,104.138,1.0,184.349,123.277,1.0,182.969,141.913,1.0,180.386,160.915,1.0,179.112,179.41,1.0,178.262,199.441,1.0,173.153,215.095,1.0,173.109,223.86,1.0
1221,185.224,50.794,1.0,185.103,60.827,1.0,185.31,71.928,1.0,185.409,87.265,1.0,185.838,104.273,1.0,184.038,123.457,1.0,182.43,142.374,1.0,179.851,161.044,1.0,178.627,179.563,1.0,178.087,199.596,1.0,172.759,215.414,1.0,172.636,223.399,1.0
1222,185.187,50.924,1.0,185.07,61.004,1.0,185.338,72.083,1.0,185.6,87.356,1.0,185.73,104.512,1.0,184.099,123.687,1.0,182.289,142.394,1.0,179.913,160.848,1.0,178.272,178.931,1.0,177.768,198.744,1.0,172.297,214.571,1.0,172.092,222.905,1.0
1223,185.221,50.98,1.0,185.127,61.064,1.0,185.536,72.106,1.0,185.87,87.578,1.0,185.951,104.613,1.0,184.377,123.738,1.0,182.572,142.465,1.0,180.111,161.089,1.0,178.218,179.413,1.0,177.78,199.247,1.0,172.416,215.052,1.0,172.194,223.083,1.0
1224,184.828,51.07,1.0,184.65,61.34,1.0,185.207,72.856,1.0,185.766,88.325,1.0,185.812,105.113,1.0,183.884,124.224,1.0,183.16,141.856,1.0,180.452,160.413,1.0,178.552,178.611,1.0,177.943,198.462,1.0,172.808,214.753,1.0,172.612,224.278,1.0
1225,184.986,51.242,1.0,184.801,61.344,1.0,185.39,72.668,1.0,186.186,87.93,1.0,186.269,104.586,1.0,186.86,123.135,1.0,183.576,141.89,1.0,180.92,160.925,1.0,179.422,179.918,1.0,178.837,199.478,1.0,173.124,215.512,1.0,173.037,224.337,1.0
