scorer,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
402,924.064,1243.868,1.0,971.908,1116.052,1.0,917.954,901.536,1.0,769.439,732.78,1.0,534.299,653.91,1.0,287.075,710.176,1.0,102.716,867.08,1.0,11.798,1077.587,1.0,11.479,1289.843,1.0,74.334,1434.291,1.0,139.915,1541.048,1.0
403,924.052,1244.024,1.0,972.35,1116.139,1.0,918.002,901.541,1.0,770.373,733.02,1.0,533.975,653.198,1.0,286.707,710.508,1.0,107.815,866.398,1.0,12.031,1078.49,1.0,11.422,1289.703,1.0,73.78,1434.818,1.0,139.608,1541.393,1.0
404,924.134,1244.351,1.0,972.577,1115.916,1.0,918.611,901.978,1.0,766.0,736.668,1.0,534.247,653.261,1.0,286.908,710.281,1.0,107.986,866.617,1.0,10.089,1083.476,1.0,11.494,1289.793,1.0,73.171,1437.104,1.0,139.432,1540.795,1.0
405,924.222,1244.225,1.0,972.436,1116.465,1.0,919.708,903.544,1.0,766.157,731.383,1.0,534.1,653.347,1.0,286.395,711.737,1.0,108.167,866.902,1.0,10.556,1084.483,1.0,11.302,1290.008,1.0,73.058,1438.429,1.0,139.495,1540.537,1.0
406,924.365,1243.904,1.0,973.016,1121.928,1.0,919.508,903.33,1.0,767.69,732.194,1.0,534.693,652.066,1.0,286.066,712.162,1.0,108.092,867.089,1.0,10.845,1084.733,1.0,11.297,1290.152,1.0,76.996,1442.415,1.0,139.599,1539.774,1.0
407,924.336,1243.966,1.0,973.298,1121.939,1.0,919.71,903.961,1.0,767.943,732.137,1.0,535.412,653.301,1.0,286.297,711.85,1.0,108.288,867.012,1.0,10.408,1090.429,1.0,11.411,1289.818,1.0,77.064,1442.755,1.0,139.78,1538.208,1.0
408,924.254,1244.238,1.0,972.436,1122.238,1.0,919.54,903.956,1.0,768.226,732.129,1.0,532.374,654.076,1.0,286.106,712.172,1.0,108.326,866.936,1.0,10.417,1090.475,1.0,11.448,1289.52,1.0,77.138,1442.765,1.0,139.817,1538.292,1.0
409,924.26,1244.189,1.0,972.651,1122.229,1.0,923.517,905.595,1.0,768.278,731.782,1.0,532.893,653.552,1.0,285.881,712.409,1.0,108.182,867.024,1.0,10.411,1090.28,1.0,11.429,1289.571,1.0,77.024,1442.269,1.0,140.077,1536.394,1.0
410,924.435,1244.236,1.0,972.349,1122.708,1.0,922.383,908.195,1.0,767.669,731.636,1.0,530.302,652.871,1.0,283.428,713.052,1.0,108.096,867.37,1.0,10.499,1091.241,1.0,11.414,1289.192,1.0,77.887,1443.181,1.0,138.721,1533.253,1.0
411,924.193,1243.961,1.0,973.263,1121.151,1.0,919.213,904.125,1.0,768.212,732.187,1.0,532.825,654.506,1.0,285.759,712.358,1.0,108.276,866.798,1.0,10.381,1091.609,1.0,11.503,1289.776,1.0,73.209,1438.876,1.0,140.039,1538.293,1.0
412,924.179,1244.133,1.0,973.435,1120.936,1.0,919.254,904.175,1.0,768.346,732.342,1.0,532.827,654.902,1.0,285.98,712.311,1.0,108.211,866.784,1.0,10.374,1090.685,1.0,11.544,1290.406,1.0,73.193,1438.864,1.0,140.151,1538.388,1.0
413,924.134,1244.8,1.0,974.326,1119.892,1.0,919.149,904.233,1.0,768.492,732.229,1.0,532.558,654.943,1.0,285.697,712.287,1.0,108.428,866.752,1.0,10.416,1091.54,1.0,11.5,1290.486,1.0,73.261,1438.803,1.0,140.295,1542.525,1.0
414,924.116,1244.623,1.0,971.84,1116.549,1.0,919.191,904.249,1.0,769.076,732.375,1.0,533.197,658.098,1.0,285.723,712.187,1.0,108.47,866.742,1.0,10.458,1091.408,1.0,11.4,1291.511,1.0,73.803,1437.306,1.0,140.383,1542.621,1.0
415,924.091,1244.599,1.0,972.97,1114.233,1.0,918.785,903.245,1.0,770.481,733.95,1.0,533.64,659.444,1.0,285.024,712.006,1.0,108.658,866.515,1.0,10.093,1090.197,1.0,16.765,1293.05,1.0,73.77,1433.241,1.0,140.425,1544.118,1.0
416,924.023,1244.881,1.0,972.824,1114.629,1.0,918.023,901.904,1.0,770.27,734.837,1.0,532.854,658.92,1.0,288.802,708.3,1.0,108.455,866.405,1.0,10.455,1083.28,1.0,11.655,1290.454,1.0,73.527,1435.401,1.0,140.656,1540.861,1.0
417,924.095,1249.17,1.0,973.169,1114.075,1.0,917.44,901.041,1.0,770.074,734.608,1.0,532.634,658.54,1.0,289.989,707.27,1.0,108.72,866.425,1.0,10.845,1083.041,1.0,11.768,1289.836,1.0,73.654,1434.803,1.0,140.55,1540.683,1.0
418,924.388,1244.999,1.0,973.201,1114.15,1.0,916.907,900.107,1.0,769.496,734.342,1.0,532.664,658.173,1.0,290.829,706.971,1.0,108.654,866.552,1.0,11.294,1082.806,1.0,16.471,1290.589,1.0,73.796,1435.529,1.0,140.479,1539.022,1.0
419,924.451,1245.312,1.0,973.101,1113.769,1.0,916.721,898.72,1.0,769.52,733.614,1.0,532.402,657.889,1.0,290.571,707.082,1.0,108.867,866.848,1.0,13.363,1078.937,1.0,11.174,1286.271,1.0,74.222,1432.231,1.0,140.464,1538.898,1.0
420,924.463,1244.752,1.0,973.276,1113.825,1.0,916.574,898.13,1.0,769.936,731.72,1.0,534.918,654.7,1.0,292.63,704.2,1.0,108.624,866.418,1.0,13.512,1078.695,1.0,11.09,1283.046,1.0,73.382,1431.052,1.0,138.883,1533.043,1.0
421,930.524,1242.126,1.0,973.336,1113.776,1.0,916.6,897.738,1.0,769.443,731.707,1.0,534.678,653.743,1.0,291.444,705.15,1.0,108.729,866.79,1.0,16.749,1076.473,1.0,11.211,1282.768,1.0,75.612,1429.583,1.0,138.887,1532.989,1.0
422,930.534,1242.288,1.0,972.77,1114.321,1.0,916.318,898.513,1.0,767.85,732.964,1.0,535.01,654.922,1.0,291.418,706.124,1.0,108.847,866.951,1.0,13.511,1078.309,1.0,11.251,1282.591,1.0,75.868,1430.587,1.0,138.821,1532.975,1.0
423,930.165,1241.128,1.0,973.835,1113.268,1.0,921.359,897.793,1.0,768.296,732.763,1.0,535.925,656.146,1.0,289.566,709.317,1.0,108.872,867.259,1.0,17.33,1077.006,1.0,11.202,1283.419,1.0,75.96,1430.327,1.0,138.893,1533.084,1.0
424,930.631,1241.247,1.0,974.146,1113.009,1.0,921.183,896.755,1.0,766.536,731.537,1.0,535.159,654.508,1.0,288.97,708.991,1.0,109.104,866.727,1.0,17.302,1077.095,1.0,11.476,1281.625,1.0,76.809,1430.781,1.0,138.718,1532.941,1.0
425,930.471,1240.96,1.0,972.807,1112.353,1.0,921.093,897.633,1.0,766.82,732.28,1.0,535.697,656.391,1.0,290.648,708.803,1.0,109.241,866.942,1.0,17.286,1077.019,1.0,11.434,1282.089,1.0,76.725,1430.674,1.0,138.64,1532.819,1.0
426,930.567,1241.092,1.0,972.596,1112.212,1.0,920.709,897.944,1.0,766.786,732.201,1.0,534.808,656.605,1.0,291.956,709.377,1.0,109.311,867.367,1.0,17.483,1076.998,1.0,11.503,1282.264,1.0,77.056,1431.048,1.0,138.515,1532.766,1.0
427,930.12,1237.601,1.0,973.159,1109.007,1.0,920.713,897.221,1.0,770.219,733.165,1.0,533.307,659.407,1.0,291.933,709.219,1.0,109.067,867.292,1.0,17.236,1075.683,1.0,15.31,1282.228,1.0,77.274,1432.502,1.0,138.452,1532.78,1.0
428,930.142,1235.718,1.0,973.628,1109.185,1.0,920.43,897.546,1.0,770.418,732.914,1.0,532.91,658.091,1.0,291.905,709.315,1.0,109.049,867.401,1.0,17.174,1076.564,1.0,15.882,1280.573,1.0,77.358,1432.984,1.0,138.113,1532.842,1.0
429,929.967,1233.103,1.0,973.795,1107.425,1.0,920.427,896.776,1.0,770.472,732.854,1.0,532.842,657.67,1.0,293.03,709.44,1.0,109.047,867.735,1.0,17.356,1076.595,1.0,16.468,1281.029,1.0,76.993,1435.243,1.0,138.24,1532.768,1.0
430,930.061,1232.119,1.0,974.444,1106.848,1.0,920.432,895.759,1.0,770.241,732.922,1.0,531.35,658.131,1.0,293.672,708.849,1.0,109.222,867.627,1.0,17.437,1077.165,1.0,16.51,1281.111,1.0,80.522,1436.486,1.0,138.284,1532.755,1.0
431,930.173,1231.614,1.0,974.727,1105.061,1.0,919.774,895.423,1.0,770.348,733.251,1.0,530.758,658.367,1.0,293.146,709.055,1.0,109.17,867.645,1.0,17.386,1076.527,1.0,18.077,1277.504,1.0,80.337,1436.294,1.0,138.103,1532.703,1.0
432,931.814,1228.438,1.0,974.667,1105.866,1.0,919.192,894.108,1.0,769.998,732.965,1.0,529.743,657.772,1.0,294.565,709.491,1.0,109.418,868.54,1.0,17.558,1076.881,1.0,17.989,1277.411,1.0,81.028,1436.933,1.0,138.139,1532.638,1.0
433,931.681,1227.965,1.0,974.957,1105.225,1.0,919.567,894.397,1.0,766.482,731.991,1.0,524.412,659.265,1.0,294.771,709.382,1.0,109.498,868.648,1.0,17.721,1076.358,1.0,18.055,1276.692,1.0,81.534,1438.236,1.0,138.128,1532.541,1.0
434,931.704,1227.934,1.0,975.279,1105.26,1.0,918.428,896.824,1.0,765.848,731.562,1.0,529.351,658.205,1.0,294.985,709.242,1.0,109.581,868.833,1.0,17.788,1076.585,1.0,17.82,1276.908,1.0,81.385,1437.896,1.0,138.174,1532.564,1.0
435,931.829,1227.559,1.0,975.335,1104.89,1.0,917.726,896.492,1.0,765.934,731.666,1.0,529.319,657.79,1.0,295.254,708.382,1.0,109.642,869.097,1.0,19.431,1078.722,1.0,17.563,1276.629,1.0,81.047,1437.17,1.0,138.087,1532.524,1.0
436,932.212,1228.138,1.0,975.404,1104.862,1.0,917.874,896.141,1.0,765.688,731.902,1.0,530.242,657.481,1.0,295.175,708.414,1.0,109.664,868.685,1.0,19.065,1078.459,1.0,17.617,1276.78,1.0,81.082,1436.916,1.0,137.872,1532.529,1.0
437,932.532,1227.869,1.0,975.283,1105.259,1.0,917.495,895.97,1.0,768.286,732.488,1.0,530.44,658.983,1.0,295.285,710.044,1.0,109.579,869.412,1.0,19.494,1079.308,1.0,17.948,1276.998,1.0,80.924,1435.458,1.0,137.885,1532.581,1.0
438,932.718,1228.199,1.0,976.14,1104.116,1.0,917.492,895.413,1.0,764.445,732.344,1.0,529.957,657.806,1.0,294.8,710.086,1.0,109.729,869.13,1.0,19.576,1078.886,1.0,18.078,1276.677,1.0,80.514,1434.516,1.0,137.965,1532.602,1.0
439,933.129,1227.284,1.0,976.822,1103.449,1.0,916.359,894.772,1.0,764.281,732.776,1.0,529.711,658.126,1.0,294.905,709.886,1.0,109.667,869.588,1.0,19.786,1079.104,1.0,18.044,1276.948,1.0,80.871,1434.93,1.0,137.85,1532.555,1.0
440,933.297,1221.545,1.0,976.042,1105.688,1.0,912.905,892.02,1.0,757.909,731.731,1.0,521.527,659.312,1.0,284.328,713.972,1.0,102.218,876.069,1.0,19.253,1083.051,1.0,18.544,1280.701,1.0,82.523,1438.346,1.0,138.152,1532.676,1.0
441,938.825,1218.999,1.0,976.119,1104.842,1.0,909.761,887.044,1.0,759.228,731.52,1.0,521.027,659.615,1.0,284.481,714.013,1.0,102.331,876.153,1.0,19.993,1084.235,1.0,18.91,1277.04,1.0,82.719,1437.961,1.0,138.121,1532.724,1.0
442,939.207,1219.351,1.0,974.383,1106.545,1.0,908.501,882.878,1.0,757.773,732.227,1.0,519.097,659.161,1.0,284.286,713.942,1.0,102.174,876.562,1.0,19.983,1083.387,1.0,19.322,1280.275,1.0,83.15,1438.419,1.0,138.094,1532.568,1.0
443,939.423,1217.877,1.0,974.902,1105.647,1.0,910.547,885.308,1.0,761.093,731.496,1.0,520.1,659.772,1.0,284.461,714.289,1.0,102.199,876.393,1.0,19.968,1083.848,1.0,19.783,1277.173,1.0,83.237,1436.978,1.0,138.175,1532.514,1.0
444,939.564,1217.858,1.0,976.999,1102.06,1.0,911.142,886.145,1.0,759.533,731.481,1.0,519.851,659.649,1.0,284.743,714.285,1.0,107.041,876.609,1.0,20.143,1083.696,1.0,19.401,1276.718,1.0,82.827,1433.478,1.0,138.175,1532.46,1.0
445,939.862,1217.493,1.0,977.506,1104.997,1.0,910.499,884.035,1.0,759.96,730.997,1.0,519.474,659.272,1.0,284.961,714.479,1.0,107.024,876.489,1.0,20.86,1083.597,1.0,19.589,1276.196,1.0,82.056,1432.991,1.0,138.161,1532.455,1.0
446,939.799,1217.868,1.0,977.4,1102.975,1.0,911.181,884.606,1.0,760.351,731.128,1.0,519.247,659.438,1.0,285.27,714.751,1.0,107.108,876.509,1.0,20.727,1084.063,1.0,20.183,1276.633,1.0,82.079,1429.452,1.0,137.468,1530.267,1.0
447,940.005,1212.3,1.0,978.177,1101.366,1.0,911.175,883.056,1.0,757.738,730.606,1.0,519.515,659.836,1.0,285.223,714.87,1.0,107.189,876.324,1.0,21.254,1083.894,1.0,20.919,1276.566,1.0,82.65,1429.857,1.0,137.539,1530.186,1.0
448,940.342,1211.675,1.0,978.008,1100.74,1.0,911.974,882.769,1.0,757.561,729.866,1.0,518.969,659.415,1.0,290.711,713.567,1.0,107.343,876.075,1.0,21.955,1084.254,1.0,21.166,1276.678,1.0,83.435,1429.371,1.0,137.244,1529.685,1.0
449,940.575,1210.054,1.0,977.527,1093.067,1.0,911.164,880.912,1.0,756.017,729.468,1.0,520.032,659.501,1.0,290.694,713.903,1.0,107.59,875.959,1.0,22.058,1084.147,1.0,21.479,1275.37,1.0,81.576,1432.642,1.0,137.296,1529.463,1.0
450,944.973,1203.789,1.0,978.538,1088.87,1.0,912.582,879.902,1.0,756.069,728.851,1.0,520.967,659.366,1.0,291.162,714.671,1.0,107.626,876.073,1.0,22.315,1084.463,1.0,22.082,1275.749,1.0,83.581,1431.562,1.0,137.391,1529.332,1.0
451,945.553,1201.051,1.0,978.784,1086.917,1.0,912.243,879.354,1.0,754.369,728.577,1.0,519.749,659.157,1.0,291.052,714.808,1.0,107.773,876.333,1.0,22.376,1084.097,1.0,22.079,1275.108,1.0,83.591,1430.607,1.0,137.123,1528.755,1.0
452,945.984,1200.892,1.0,978.76,1083.6,1.0,909.073,876.651,1.0,752.997,728.26,1.0,518.773,658.925,1.0,292.015,715.136,1.0,107.751,876.362,1.0,23.084,1083.839,1.0,25.29,1275.505,1.0,83.864,1429.845,1.0,137.067,1528.583,1.0
453,948.041,1195.647,1.0,977.229,1076.591,1.0,908.144,876.716,1.0,749.768,728.026,1.0,519.699,659.864,1.0,292.532,715.426,1.0,107.974,876.183,1.0,26.058,1083.536,1.0,25.539,1274.647,1.0,84.525,1428.474,1.0,136.802,1528.207,1.0
454,948.058,1190.786,1.0,978.164,1073.13,1.0,908.333,875.676,1.0,747.826,724.62,1.0,518.734,659.053,1.0,292.945,715.693,1.0,108.726,876.185,1.0,26.206,1083.379,1.0,25.945,1274.099,1.0,85.579,1427.0,1.0,136.709,1527.383,1.0
455,954.68,1187.839,1.0,978.219,1070.417,1.0,908.589,874.646,1.0,748.649,722.249,1.0,518.604,658.526,1.0,293.29,715.885,1.0,111.962,875.844,1.0,26.528,1083.307,1.0,26.244,1274.269,1.0,84.713,1426.747,1.0,134.611,1524.758,1.0
456,955.142,1185.728,1.0,977.067,1064.956,1.0,908.974,873.23,1.0,745.489,718.411,1.0,517.729,657.562,1.0,293.02,715.851,1.0,112.055,875.882,1.0,26.873,1083.5,1.0,26.61,1273.675,1.0,83.136,1421.767,1.0,134.121,1522.714,1.0
457,955.589,1180.131,1.0,976.044,1056.762,1.0,906.883,873.377,1.0,744.419,719.562,1.0,517.224,656.94,1.0,292.839,716.248,1.0,111.969,875.839,1.0,27.458,1083.826,1.0,27.186,1272.597,1.0,82.919,1417.862,1.0,134.594,1523.388,1.0
458,955.537,1178.235,1.0,976.898,1057.262,1.0,906.138,872.419,1.0,740.213,717.553,1.0,517.826,658.24,1.0,291.933,717.953,1.0,114.993,877.154,1.0,28.915,1085.218,1.0,26.887,1272.06,1.0,83.467,1416.147,1.0,133.902,1521.748,1.0
459,956.845,1172.49,1.0,978.115,1052.334,1.0,902.762,865.291,1.0,736.006,715.988,1.0,517.482,659.398,1.0,291.558,718.646,1.0,115.198,877.566,1.0,29.562,1085.496,1.0,27.184,1272.248,1.0,83.956,1415.475,1.0,133.093,1521.389,1.0
460,962.9,1163.513,1.0,975.392,1045.558,1.0,904.081,861.243,1.0,735.73,714.605,1.0,518.182,657.034,1.0,291.587,718.594,1.0,113.768,881.532,1.0,30.033,1085.361,1.0,31.487,1271.863,1.0,85.981,1415.622,1.0,132.694,1518.492,1.0
461,963.623,1157.505,1.0,977.684,1039.523,1.0,902.339,855.437,1.0,736.6,708.997,1.0,516.627,655.961,1.0,286.433,721.932,1.0,113.833,882.007,1.0,35.714,1085.768,1.0,32.659,1270.254,1.0,87.669,1414.825,1.0,132.792,1518.198,1.0
462,966.441,1149.371,1.0,974.828,1032.656,1.0,901.398,849.659,1.0,729.048,710.012,1.0,513.396,654.716,1.0,284.724,721.666,1.0,114.714,883.063,1.0,36.181,1084.679,1.0,35.464,1273.857,1.0,87.939,1412.467,1.0,133.07,1517.551,1.0
463,971.461,1140.109,1.0,973.14,1019.616,1.0,899.457,847.023,1.0,727.817,707.563,1.0,506.019,655.822,1.0,284.024,722.056,1.0,115.542,884.588,1.0,36.769,1084.939,1.0,35.938,1271.295,1.0,89.874,1413.842,1.0,132.229,1517.145,1.0
464,971.636,1130.987,1.0,973.817,1014.272,1.0,890.849,837.684,1.0,725.513,705.659,1.0,501.712,654.997,1.0,282.834,725.796,1.0,115.778,886.046,1.0,37.462,1084.496,1.0,38.205,1274.521,1.0,90.03,1413.137,1.0,131.832,1516.924,1.0
465,972.821,1121.206,1.0,971.727,1002.429,1.0,884.747,828.519,1.0,724.384,703.942,1.0,501.599,653.507,1.0,283.062,725.224,1.0,113.179,891.349,1.0,37.644,1084.737,1.0,41.566,1275.108,1.0,91.496,1413.632,1.0,131.829,1516.545,1.0
466,978.349,1109.297,1.0,972.089,992.207,1.0,885.579,825.103,1.0,719.746,701.065,1.0,490.855,655.066,1.0,278.624,727.006,1.0,114.202,892.632,1.0,38.442,1084.298,1.0,42.233,1275.32,1.0,91.952,1412.091,1.0,130.645,1513.242,1.0
467,980.28,1099.393,1.0,968.444,977.998,1.0,882.524,816.66,1.0,718.886,692.678,1.0,488.489,654.102,1.0,275.124,727.909,1.0,115.373,893.545,1.0,38.897,1085.969,1.0,43.201,1276.689,1.0,90.289,1405.597,1.0,130.457,1512.51,1.0
468,980.54,1087.979,1.0,969.822,970.666,1.0,880.181,812.335,1.0,711.273,690.287,1.0,483.729,652.839,1.0,269.369,729.83,1.0,115.464,893.43,1.0,42.584,1089.943,1.0,48.759,1275.605,1.0,90.919,1404.473,1.0,129.384,1509.319,1.0
469,986.945,1073.12,1.0,969.071,960.62,1.0,876.001,802.147,1.0,706.728,682.985,1.0,482.872,651.408,1.0,268.766,730.218,1.0,115.938,893.724,1.0,43.832,1090.524,1.0,49.623,1274.453,1.0,93.589,1401.125,1.0,127.976,1505.959,1.0
470,988.19,1058.412,1.0,967.967,947.518,1.0,872.183,791.928,1.0,702.107,677.487,1.0,470.143,650.952,1.0,267.514,730.044,1.0,115.492,893.801,1.0,45.441,1091.066,1.0,50.923,1270.061,1.0,94.758,1398.641,1.0,130.499,1502.585,1.0
471,989.172,1044.234,1.0,965.196,932.091,1.0,865.761,784.067,1.0,686.511,673.366,1.0,468.005,651.032,1.0,264.551,732.918,1.0,114.028,898.603,1.0,48.172,1087.879,1.0,52.504,1267.916,1.0,95.76,1399.477,1.0,130.378,1502.637,1.0
472,988.932,1029.912,1.0,959.902,923.259,1.0,859.948,776.762,1.0,681.804,668.117,1.0,454.414,652.376,1.0,257.543,738.473,1.0,109.849,903.426,1.0,52.904,1086.57,1.0,54.246,1266.862,1.0,95.96,1401.282,1.0,129.481,1502.494,1.0
473,988.886,1009.756,1.0,956.431,905.621,1.0,851.488,764.773,1.0,675.238,667.756,1.0,452.529,651.045,1.0,255.034,738.207,1.0,110.015,903.396,1.0,49.798,1089.682,1.0,56.704,1266.09,1.0,95.852,1400.204,1.0,123.77,1500.908,1.0
474,988.765,988.725,1.0,954.539,890.817,1.0,841.809,748.292,1.0,667.34,659.807,1.0,439.76,651.243,1.0,247.16,741.027,1.0,108.456,907.744,1.0,51.167,1090.73,1.0,57.127,1261.066,1.0,94.315,1401.917,1.0,123.727,1500.614,1.0
475,988.77,971.699,1.0,949.244,873.694,1.0,827.856,733.053,1.0,658.381,656.105,1.0,437.756,651.642,1.0,243.29,743.496,1.0,108.726,908.773,1.0,53.677,1092.809,1.0,57.76,1265.875,1.0,96.33,1398.415,1.0,123.281,1500.663,1.0
476,987.995,946.817,1.0,938.8,844.468,1.0,813.714,716.314,1.0,648.135,646.934,1.0,426.684,647.321,1.0,237.554,746.463,1.0,108.733,909.624,1.0,54.441,1094.279,1.0,59.177,1264.324,1.0,95.693,1401.073,1.0,123.302,1500.345,1.0
477,980.808,914.933,1.0,929.559,825.912,1.0,807.093,703.955,1.0,636.836,634.397,1.0,423.098,642.405,1.0,229.684,749.171,1.0,108.135,915.565,1.0,58.296,1094.586,1.0,59.07,1260.606,1.0,95.439,1400.24,1.0,123.131,1500.52,1.0
478,977.77,884.58,1.0,921.257,798.049,1.0,792.283,688.886,1.0,613.278,628.583,1.0,410.374,642.515,1.0,221.835,753.83,1.0,107.675,915.688,1.0,57.464,1098.077,1.0,63.42,1264.586,1.0,95.183,1398.752,1.0,123.52,1496.787,1.0
479,972.435,860.791,1.0,909.818,777.957,1.0,781.393,675.722,1.0,602.25,618.432,1.0,402.599,639.847,1.0,219.887,754.001,1.0,100.469,924.173,1.0,58.839,1099.889,1.0,64.761,1267.169,1.0,96.065,1398.843,1.0,122.812,1495.217,1.0
480,971.537,836.422,1.0,898.853,753.947,1.0,772.787,664.168,1.0,588.418,617.69,1.0,386.524,636.13,1.0,206.336,757.03,1.0,100.365,925.083,1.0,60.736,1101.664,1.0,67.493,1269.459,1.0,95.948,1398.694,1.0,122.632,1492.71,1.0
481,970.366,818.015,1.0,891.839,739.503,1.0,761.538,651.939,1.0,576.194,602.78,1.0,377.193,637.962,1.0,203.527,757.561,1.0,98.596,929.172,1.0,61.404,1108.153,1.0,67.818,1265.886,1.0,96.602,1397.999,1.0,122.621,1494.229,1.0
482,963.603,795.931,1.0,884.813,719.891,1.0,744.554,637.535,1.0,566.757,601.321,1.0,372.559,637.566,1.0,197.879,759.775,1.0,97.891,930.684,1.0,61.88,1107.555,1.0,68.532,1266.234,1.0,97.252,1396.519,1.0,122.667,1494.268,1.0
483,955.608,765.598,1.0,867.885,697.997,1.0,726.592,622.835,1.0,551.6,595.536,1.0,360.342,638.838,1.0,189.103,764.945,1.0,97.129,929.784,1.0,67.039,1109.41,1.0,69.67,1265.992,1.0,97.991,1393.464,1.0,122.745,1495.717,1.0
484,940.198,733.978,1.0,851.361,673.223,1.0,712.375,608.125,1.0,531.793,591.535,1.0,347.612,640.454,1.0,183.111,770.733,1.0,94.122,932.454,1.0,68.309,1108.988,1.0,70.038,1261.754,1.0,99.362,1393.325,1.0,122.906,1497.402,1.0
485,930.947,706.525,1.0,836.212,653.457,1.0,694.59,593.056,1.0,519.909,584.235,1.0,339.322,638.608,1.0,179.801,772.043,1.0,94.181,933.991,1.0,68.875,1109.142,1.0,72.874,1261.109,1.0,100.25,1391.625,1.0,124.132,1495.45,1.0
486,922.61,682.793,1.0,822.055,633.949,1.0,676.012,585.97,1.0,501.605,585.961,1.0,330.301,640.14,1.0,177.529,774.203,1.0,94.262,934.52,1.0,69.317,1114.492,1.0,73.282,1263.794,1.0,99.66,1390.936,1.0,124.392,1495.907,1.0
487,908.13,658.676,1.0,802.55,616.367,1.0,663.557,573.871,1.0,491.515,577.831,1.0,316.157,643.661,1.0,171.975,778.804,1.0,92.37,940.538,1.0,69.345,1115.174,1.0,73.272,1264.56,1.0,99.627,1389.523,1.0,124.4,1495.752,1.0
488,897.85,634.459,1.0,784.711,597.364,1.0,648.691,565.385,1.0,477.267,576.494,1.0,309.548,647.32,1.0,170.981,778.992,1.0,92.904,941.364,1.0,70.125,1115.66,1.0,73.643,1264.874,1.0,99.908,1389.321,1.0,124.274,1495.698,1.0
489,876.881,610.969,1.0,769.108,580.651,1.0,635.069,555.825,1.0,460.559,570.559,1.0,295.156,649.66,1.0,163.53,788.472,1.0,93.677,947.665,1.0,69.939,1115.416,1.0,73.9,1264.707,1.0,100.088,1389.815,1.0,123.872,1496.252,1.0
490,860.954,587.57,1.0,749.085,562.945,1.0,618.188,544.543,1.0,448.791,567.084,1.0,290.402,651.638,1.0,156.531,794.99,1.0,93.67,949.695,1.0,70.129,1115.436,1.0,74.0,1265.152,1.0,100.396,1389.858,1.0,123.381,1496.948,1.0
