scorer,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,point1,point1,point1,point2,point2,point2,point3,point3,point3,point4,point4,point4,point5,point5,point5,point6,point6,point6,point7,point7,point7,point8,point8,point8,point9,point9,point9,point10,point10,point10,point11,point11,point11,point12,point12,point12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
551,191.526,50.693,1.0,191.346,67.664,1.0,191.311,83.031,1.0,191.995,98.763,1.0,191.42,111.916,1.0,191.026,125.581,1.0,191.603,139.309,1.0,190.375,149.572,1.0,190.162,170.872,1.0,185.945,189.051,1.0,187.463,209.18,1.0,186.957,226.212,1.0
552,191.416,50.847,1.0,191.242,67.406,1.0,191.267,82.352,1.0,191.59,98.459,1.0,191.774,114.029,1.0,190.646,125.048,1.0,191.614,138.666,1.0,190.114,149.215,1.0,189.786,170.121,1.0,186.225,188.591,1.0,187.449,208.993,1.0,187.007,225.915,1.0
553,191.433,50.942,1.0,191.127,67.409,1.0,191.244,81.768,1.0,191.673,98.318,1.0,192.075,113.675,1.0,190.601,124.74,1.0,191.547,138.102,1.0,190.077,152.661,1.0,189.374,169.294,1.0,186.154,188.505,1.0,187.198,208.892,1.0,186.829,225.651,1.0
554,191.432,50.6,1.0,191.255,67.2,1.0,191.349,81.94,1.0,191.627,98.248,1.0,192.267,113.451,1.0,190.972,124.546,1.0,191.807,137.892,1.0,190.234,152.506,1.0,189.488,169.571,1.0,185.95,188.475,1.0,187.5,209.12,1.0,187.053,225.825,1.0
555,191.417,50.9,1.0,191.162,67.438,1.0,191.219,81.846,1.0,191.561,98.368,1.0,192.186,113.415,1.0,190.78,124.554,1.0,191.52,137.675,1.0,190.046,152.371,1.0,188.896,168.487,1.0,186.121,188.227,1.0,187.292,208.675,1.0,187.124,225.216,1.0
556,191.428,50.9,1.0,191.154,67.525,1.0,191.245,81.955,1.0,191.789,98.468,1.0,192.018,113.845,1.0,190.645,125.033,1.0,191.52,138.237,1.0,190.014,152.603,1.0,189.134,169.012,1.0,185.936,188.599,1.0,187.443,208.923,1.0,186.909,225.305,1.0
557,191.495,51.232,1.0,191.076,67.451,1.0,191.201,81.697,1.0,191.69,98.413,1.0,191.998,113.666,1.0,190.593,125.151,1.0,191.311,138.285,1.0,189.862,152.641,1.0,189.404,169.317,1.0,186.221,188.506,1.0,187.517,208.889,1.0,186.873,225.259,1.0
558,191.526,51.21,1.0,191.057,67.605,1.0,191.13,81.601,1.0,191.685,98.481,1.0,191.834,113.856,1.0,190.502,125.21,1.0,191.228,138.329,1.0,189.908,152.636,1.0,189.454,169.249,1.0,186.012,188.451,1.0,187.486,208.946,1.0,187.372,225.634,1.0
559,191.415,51.221,1.0,190.949,67.694,1.0,191.133,81.731,1.0,191.824,98.532,1.0,191.868,113.867,1.0,190.51,125.195,1.0,191.266,138.278,1.0,189.937,152.551,1.0,189.104,168.758,1.0,186.411,188.375,1.0,187.37,208.795,1.0,187.34,225.496,1.0
560,191.473,51.157,1.0,191.049,67.66,1.0,191.135,81.814,1.0,191.862,98.596,1.0,191.765,113.99,1.0,190.523,125.328,1.0,191.339,138.462,1.0,189.984,152.675,1.0,189.215,169.003,1.0,186.392,188.346,1.0,187.283,208.442,1.0,187.195,225.232,1.0
561,191.437,51.208,1.0,191.022,67.578,1.0,191.174,81.793,1.0,191.747,98.528,1.0,191.724,113.837,1.0,190.481,125.157,1.0,191.304,138.505,1.0,189.918,152.732,1.0,189.179,168.994,1.0,186.245,188.121,1.0,187.286,208.51,1.0,187.159,225.273,1.0
562,191.439,51.193,1.0,191.037,67.566,1.0,191.141,81.821,1.0,191.725,98.544,1.0,191.663,113.904,1.0,190.559,125.314,1.0,191.438,138.565,1.0,190.106,152.815,1.0,189.326,169.254,1.0,186.331,188.497,1.0,187.413,208.673,1.0,187.376,225.603,1.0
563,191.417,51.222,1.0,191.099,67.638,1.0,191.334,81.996,1.0,191.939,98.578,1.0,191.649,114.012,1.0,190.606,125.233,1.0,191.507,138.492,1.0,190.118,152.763,1.0,189.29,169.104,1.0,186.301,188.318,1.0,187.325,208.606,1.0,187.254,225.487,1.0
564,191.398,50.406,1.0,191.406,67.255,1.0,191.412,82.621,1.0,191.54,98.629,1.0,190.804,111.369,1.0,190.904,125.145,1.0,191.445,138.489,1.0,190.335,149.539,1.0,189.91,170.142,1.0,186.215,188.643,1.0,187.632,208.933,1.0,187.319,225.785,1.0
565,191.396,50.464,1.0,191.344,67.226,1.0,191.441,82.752,1.0,191.71,98.64,1.0,190.929,111.307,1.0,191.256,125.199,1.0,191.565,138.661,1.0,190.533,149.264,1.0,189.999,170.223,1.0,186.087,188.829,1.0,187.601,209.023,1.0,187.31,225.799,1.0
566,191.424,50.563,1.0,191.47,67.503,1.0,191.444,83.031,1.0,191.702,98.829,1.0,190.981,111.531,1.0,191.243,125.099,1.0,191.528,138.725,1.0,190.488,149.128,1.0,189.962,169.991,1.0,186.391,188.963,1.0,187.465,208.937,1.0,187.427,225.542,1.0
567,191.395,50.726,1.0,191.269,67.76,1.0,191.212,83.07,1.0,191.522,98.94,1.0,190.829,111.779,1.0,191.025,125.254,1.0,191.341,138.94,1.0,190.495,149.188,1.0,189.755,169.868,1.0,186.074,188.844,1.0,187.322,208.848,1.0,187.531,225.592,1.0
568,191.421,50.457,1.0,191.291,67.662,1.0,191.378,82.733,1.0,191.645,98.852,1.0,190.747,111.437,1.0,191.177,124.963,1.0,191.438,138.578,1.0,190.499,149.146,1.0,189.863,169.904,1.0,185.99,188.765,1.0,187.424,208.961,1.0,187.532,225.795,1.0
569,191.384,50.44,1.0,191.32,67.647,1.0,191.423,82.997,1.0,191.646,98.85,1.0,191.675,114.157,1.0,191.17,124.851,1.0,191.617,138.382,1.0,190.482,149.275,1.0,189.972,170.064,1.0,186.087,188.807,1.0,187.407,209.035,1.0,187.43,225.834,1.0
570,191.395,50.53,1.0,191.271,67.531,1.0,191.384,82.76,1.0,191.655,98.672,1.0,191.601,114.089,1.0,191.081,124.808,1.0,191.557,138.315,1.0,190.39,149.17,1.0,190.077,170.241,1.0,185.826,188.13,1.0,187.555,209.062,1.0,187.42,225.775,1.0
571,191.401,50.433,1.0,191.398,67.607,1.0,191.519,83.044,1.0,191.65,98.837,1.0,190.916,111.353,1.0,191.273,124.861,1.0,191.606,138.196,1.0,190.334,148.918,1.0,189.814,169.604,1.0,185.799,188.053,1.0,187.342,209.027,1.0,187.224,225.668,1.0
572,191.399,50.664,1.0,191.313,67.554,1.0,191.49,82.755,1.0,191.793,98.711,1.0,191.558,113.977,1.0,191.182,124.788,1.0,191.543,138.078,1.0,190.113,152.695,1.0,189.659,169.527,1.0,185.859,188.035,1.0,187.351,209.013,1.0,187.18,225.695,1.0
573,191.492,50.748,1.0,191.304,67.578,1.0,191.477,82.557,1.0,191.842,98.629,1.0,191.545,114.102,1.0,190.999,124.918,1.0,191.465,138.338,1.0,190.221,149.065,1.0,189.749,169.668,1.0,185.651,188.021,1.0,187.405,209.083,1.0,187.363,225.819,1.0
574,191.471,50.994,1.0,191.141,67.621,1.0,191.404,82.238,1.0,192.047,98.564,1.0,191.696,114.017,1.0,190.992,125.026,1.0,191.557,138.487,1.0,190.285,149.102,1.0,189.822,169.702,1.0,185.759,187.99,1.0,187.323,209.06,1.0,187.352,225.754,1.0
575,191.484,51.132,1.0,191.056,67.628,1.0,191.292,81.996,1.0,191.934,98.504,1.0,191.666,113.974,1.0,190.783,125.02,1.0,191.436,138.427,1.0,190.0,152.843,1.0,189.378,169.14,1.0,185.825,187.942,1.0,187.237,208.929,1.0,187.431,225.541,1.0
576,191.422,50.284,1.0,191.288,67.529,1.0,191.304,82.517,1.0,191.518,98.933,1.0,191.014,111.757,1.0,190.973,125.038,1.0,191.608,138.579,1.0,190.078,149.189,1.0,189.644,169.522,1.0,186.061,189.072,1.0,187.221,209.337,1.0,186.988,223.393,1.0
577,191.509,50.448,1.0,191.275,67.288,1.0,191.309,82.263,1.0,191.796,98.601,1.0,191.928,113.834,1.0,191.016,124.779,1.0,191.837,138.186,1.0,190.429,152.678,1.0,189.697,169.55,1.0,185.884,189.126,1.0,187.34,209.379,1.0,186.795,223.448,1.0
578,191.495,50.616,1.0,191.326,67.347,1.0,191.331,82.001,1.0,191.705,98.522,1.0,191.982,113.766,1.0,191.021,124.675,1.0,191.765,137.874,1.0,190.384,152.555,1.0,189.229,168.885,1.0,185.838,188.689,1.0,187.351,209.328,1.0,186.952,223.346,1.0
579,191.393,50.8,1.0,191.302,67.448,1.0,191.347,82.309,1.0,191.911,98.608,1.0,191.972,113.904,1.0,191.041,125.022,1.0,191.638,138.26,1.0,190.233,152.741,1.0,189.152,168.973,1.0,185.931,189.277,1.0,187.423,209.229,1.0,186.969,223.358,1.0
580,191.489,50.57,1.0,191.415,67.567,1.0,191.362,82.458,1.0,191.914,98.863,1.0,191.429,111.827,1.0,191.017,125.403,1.0,191.569,138.65,1.0,190.502,152.938,1.0,189.336,169.264,1.0,185.829,189.339,1.0,187.385,209.232,1.0,186.969,223.31,1.0
581,191.491,50.556,1.0,191.356,67.551,1.0,191.344,82.539,1.0,191.947,98.886,1.0,191.43,111.834,1.0,190.982,125.493,1.0,191.504,138.904,1.0,190.078,149.127,1.0,189.443,169.553,1.0,185.828,189.48,1.0,187.417,209.166,1.0,187.118,223.196,1.0
582,191.483,50.692,1.0,191.265,67.651,1.0,191.32,82.489,1.0,192.048,98.859,1.0,191.377,111.832,1.0,190.957,125.543,1.0,191.584,139.003,1.0,190.01,149.127,1.0,189.222,169.26,1.0,185.763,189.341,1.0,187.473,209.24,1.0,187.155,223.177,1.0
583,191.482,50.723,1.0,191.284,67.67,1.0,191.386,82.563,1.0,192.175,98.831,1.0,191.499,111.791,1.0,191.122,125.493,1.0,191.705,139.059,1.0,190.158,149.152,1.0,189.282,169.4,1.0,185.822,189.207,1.0,187.468,209.222,1.0,187.055,225.6,1.0
584,191.457,50.728,1.0,191.195,67.593,1.0,191.322,82.306,1.0,192.105,98.782,1.0,191.449,111.874,1.0,191.026,125.612,1.0,191.656,138.989,1.0,190.106,149.179,1.0,189.579,169.825,1.0,186.126,189.343,1.0,187.494,209.254,1.0,186.766,225.508,1.0
585,191.484,50.786,1.0,191.248,67.596,1.0,191.344,82.404,1.0,192.13,98.773,1.0,191.413,111.808,1.0,191.04,125.498,1.0,191.548,138.909,1.0,189.995,149.16,1.0,189.584,169.747,1.0,186.009,189.297,1.0,187.471,209.236,1.0,186.662,225.519,1.0
586,191.407,50.467,1.0,191.308,67.505,1.0,191.283,82.615,1.0,191.729,98.802,1.0,191.249,111.616,1.0,191.172,125.168,1.0,191.513,138.41,1.0,190.441,152.831,1.0,189.371,169.503,1.0,186.003,189.539,1.0,187.398,209.277,1.0,186.777,225.571,1.0
587,191.374,50.539,1.0,191.26,67.399,1.0,191.345,82.492,1.0,191.835,98.711,1.0,191.901,114.032,1.0,191.18,125.074,1.0,191.587,138.499,1.0,189.896,149.023,1.0,189.544,169.82,1.0,185.663,189.385,1.0,187.426,209.428,1.0,186.92,223.3,1.0
588,191.562,51.041,1.0,191.505,67.919,1.0,191.416,83.43,1.0,191.827,98.857,1.0,191.232,112.075,1.0,190.911,125.556,1.0,191.658,139.456,1.0,189.944,149.801,1.0,189.862,170.337,1.0,185.956,188.362,1.0,187.338,208.831,1.0,187.3,225.902,1.0
589,191.532,50.808,1.0,191.546,67.708,1.0,191.537,83.36,1.0,191.918,98.862,1.0,191.277,111.738,1.0,191.037,125.223,1.0,191.736,139.109,1.0,189.983,149.425,1.0,189.594,170.082,1.0,185.872,188.285,1.0,187.422,209.121,1.0,187.235,225.974,1.0
590,191.51,50.79,1.0,191.528,67.675,1.0,191.498,83.167,1.0,191.906,98.785,1.0,191.141,111.658,1.0,191.013,125.304,1.0,191.665,139.173,1.0,190.056,149.494,1.0,189.698,170.359,1.0,186.173,188.395,1.0,187.534,209.23,1.0,187.317,225.946,1.0
591,191.581,50.953,1.0,191.405,67.878,1.0,191.29,83.022,1.0,191.942,98.797,1.0,191.21,112.061,1.0,190.654,125.771,1.0,191.512,139.513,1.0,189.981,149.475,1.0,189.553,170.083,1.0,186.177,188.406,1.0,187.576,209.161,1.0,187.3,225.918,1.0
592,191.587,50.977,1.0,191.272,67.688,1.0,191.245,82.51,1.0,192.069,98.586,1.0,191.182,111.835,1.0,190.722,125.58,1.0,191.623,139.311,1.0,189.986,149.371,1.0,189.599,170.111,1.0,185.946,188.549,1.0,187.594,209.321,1.0,187.299,226.001,1.0
593,191.509,51.023,1.0,191.225,67.875,1.0,191.254,82.896,1.0,192.038,98.762,1.0,191.258,111.971,1.0,190.793,125.706,1.0,191.679,139.503,1.0,190.082,149.533,1.0,189.711,170.301,1.0,185.591,188.777,1.0,187.551,209.547,1.0,187.021,223.108,1.0
594,191.484,50.975,1.0,191.19,67.739,1.0,191.353,82.648,1.0,192.244,98.6,1.0,191.416,111.926,1.0,190.843,125.715,1.0,191.72,139.45,1.0,190.142,149.57,1.0,189.738,170.348,1.0,185.638,188.732,1.0,187.622,209.483,1.0,187.198,226.17,1.0
595,191.487,50.96,1.0,191.174,67.811,1.0,191.341,82.761,1.0,192.22,98.637,1.0,191.521,112.044,1.0,190.89,125.816,1.0,191.779,139.472,1.0,190.151,149.716,1.0,189.69,170.22,1.0,185.65,188.916,1.0,187.453,209.432,1.0,187.051,225.996,1.0
596,191.51,50.967,1.0,191.181,67.723,1.0,191.328,82.665,1.0,192.263,98.579,1.0,191.422,111.865,1.0,190.822,125.708,1.0,191.786,139.42,1.0,190.189,149.756,1.0,189.807,170.397,1.0,185.601,188.924,1.0,187.421,209.433,1.0,187.205,226.16,1.0
597,191.529,51.005,1.0,191.193,67.648,1.0,191.317,82.533,1.0,192.323,98.502,1.0,191.43,111.814,1.0,190.807,125.637,1.0,191.779,139.311,1.0,190.012,149.523,1.0,189.656,170.046,1.0,185.763,188.767,1.0,187.339,209.383,1.0,187.162,225.959,1.0
598,191.519,51.159,1.0,191.192,67.627,1.0,191.351,82.224,1.0,192.345,98.468,1.0,191.397,111.709,1.0,190.74,125.648,1.0,191.799,139.391,1.0,189.996,149.333,1.0,189.719,170.048,1.0,185.81,188.81,1.0,187.261,209.249,1.0,187.198,225.836,1.0
599,191.535,51.383,1.0,191.124,67.526,1.0,191.245,82.203,1.0,192.249,98.38,1.0,191.346,111.54,1.0,190.73,125.568,1.0,191.787,139.428,1.0,190.028,149.413,1.0,189.447,169.986,1.0,185.813,188.847,1.0,187.305,209.318,1.0,187.324,225.934,1.0
600,191.468,50.711,1.0,191.203,67.074,1.0,191.73,82.094,1.0,192.065,98.128,1.0,191.761,114.048,1.0,190.821,125.443,1.0,192.081,139.277,1.0,190.284,150.381,1.0,190.446,171.406,1.0,185.917,189.41,1.0,187.266,209.23,1.0,186.767,223.199,1.0
601,191.43,50.629,1.0,191.158,67.366,1.0,191.638,82.185,1.0,192.106,98.374,1.0,191.346,111.841,1.0,190.72,125.522,1.0,191.759,139.204,1.0,190.226,150.046,1.0,190.294,171.155,1.0,185.766,189.719,1.0,187.221,209.235,1.0,186.852,223.119,1.0
602,191.386,50.517,1.0,191.171,67.502,1.0,191.627,82.66,1.0,192.026,98.541,1.0,191.405,111.976,1.0,190.87,125.484,1.0,191.726,139.229,1.0,190.193,150.088,1.0,190.354,171.303,1.0,185.671,189.501,1.0,187.33,209.161,1.0,186.807,226.176,1.0
603,191.334,50.318,1.0,191.12,67.276,1.0,191.624,82.315,1.0,192.271,98.333,1.0,191.57,111.561,1.0,191.135,125.191,1.0,191.831,138.852,1.0,190.079,149.711,1.0,190.153,170.882,1.0,185.56,189.5,1.0,187.195,209.283,1.0,186.768,223.077,1.0
604,191.338,50.561,1.0,191.071,67.702,1.0,191.588,82.887,1.0,192.194,98.666,1.0,191.471,111.792,1.0,191.2,125.425,1.0,191.616,138.937,1.0,190.163,149.748,1.0,190.131,170.892,1.0,185.58,189.376,1.0,187.152,209.193,1.0,186.611,226.153,1.0
605,191.439,50.877,1.0,191.098,67.624,1.0,191.519,82.451,1.0,192.448,98.52,1.0,191.604,111.58,1.0,191.096,125.423,1.0,191.582,138.978,1.0,190.218,149.764,1.0,190.124,170.707,1.0,185.761,189.171,1.0,187.225,208.853,1.0,186.686,226.161,1.0
606,191.453,50.486,1.0,191.333,67.377,1.0,191.574,82.331,1.0,191.938,98.386,1.0,191.717,114.021,1.0,191.24,124.916,1.0,191.501,138.306,1.0,189.932,149.433,1.0,189.975,170.479,1.0,185.608,189.057,1.0,186.953,208.817,1.0,186.511,225.962,1.0
607,191.472,50.818,1.0,191.151,67.456,1.0,191.402,81.99,1.0,192.019,98.277,1.0,191.769,114.107,1.0,191.073,125.303,1.0,191.747,138.745,1.0,190.029,149.78,1.0,189.843,170.385,1.0,185.396,189.138,1.0,186.95,209.044,1.0,186.641,226.053,1.0
608,191.469,51.108,1.0,191.136,67.526,1.0,191.41,82.109,1.0,192.137,98.333,1.0,191.487,111.734,1.0,191.095,125.597,1.0,191.729,139.028,1.0,190.053,149.825,1.0,189.852,170.331,1.0,185.689,189.098,1.0,187.283,208.959,1.0,187.075,225.915,1.0
609,191.467,50.906,1.0,191.148,67.572,1.0,191.444,82.356,1.0,192.188,98.432,1.0,191.45,111.763,1.0,191.194,125.605,1.0,191.802,139.212,1.0,190.197,149.855,1.0,190.303,170.811,1.0,185.972,189.172,1.0,187.517,209.224,1.0,187.015,226.051,1.0
610,191.489,50.917,1.0,191.215,67.702,1.0,191.445,82.606,1.0,192.206,98.542,1.0,191.43,111.834,1.0,191.209,125.441,1.0,191.823,138.926,1.0,190.0,149.472,1.0,189.774,169.907,1.0,185.653,188.993,1.0,187.004,209.103,1.0,186.623,225.915,1.0
611,191.52,50.81,1.0,191.337,67.637,1.0,191.557,82.681,1.0,192.248,98.541,1.0,191.497,111.724,1.0,191.182,125.266,1.0,191.765,138.689,1.0,189.869,149.169,1.0,189.572,169.426,1.0,185.722,188.542,1.0,186.953,208.835,1.0,186.811,225.603,1.0
612,191.426,51.137,1.0,191.403,67.664,1.0,191.447,83.251,1.0,191.882,98.697,1.0,191.237,111.717,1.0,191.023,125.371,1.0,191.997,139.032,1.0,189.987,149.1,1.0,189.527,169.438,1.0,186.419,188.22,1.0,187.342,208.743,1.0,186.992,225.455,1.0
613,191.452,51.084,1.0,191.291,67.805,1.0,191.339,83.219,1.0,191.889,98.718,1.0,191.374,112.025,1.0,191.021,125.525,1.0,191.743,139.313,1.0,190.081,149.083,1.0,189.456,169.747,1.0,186.159,188.742,1.0,187.453,209.275,1.0,187.342,226.0,1.0
614,191.384,50.853,1.0,191.388,67.741,1.0,191.329,83.599,1.0,191.727,98.793,1.0,191.454,112.011,1.0,191.172,125.338,1.0,191.833,139.092,1.0,190.201,149.148,1.0,189.83,170.128,1.0,185.844,188.802,1.0,187.644,209.221,1.0,187.597,225.672,1.0
615,191.441,50.887,1.0,191.374,67.887,1.0,191.331,83.545,1.0,191.81,98.861,1.0,191.563,112.192,1.0,191.081,125.644,1.0,191.872,139.36,1.0,190.381,149.603,1.0,189.88,170.328,1.0,185.809,189.464,1.0,187.545,209.504,1.0,187.26,226.047,1.0
616,191.4,50.632,1.0,191.46,67.627,1.0,191.26,83.522,1.0,191.56,98.816,1.0,191.583,112.296,1.0,191.026,125.733,1.0,191.937,139.181,1.0,190.605,149.854,1.0,190.11,170.634,1.0,186.023,189.102,1.0,187.566,209.279,1.0,187.586,226.31,1.0
617,191.431,50.68,1.0,191.477,67.696,1.0,191.415,83.628,1.0,191.737,98.862,1.0,191.632,112.072,1.0,191.117,125.522,1.0,191.991,139.227,1.0,190.486,149.892,1.0,190.026,170.711,1.0,186.146,189.111,1.0,187.581,209.377,1.0,187.645,226.404,1.0
618,191.467,50.698,1.0,191.448,67.739,1.0,191.257,83.471,1.0,191.576,98.927,1.0,191.403,112.205,1.0,190.888,125.564,1.0,191.814,139.202,1.0,190.572,149.713,1.0,189.973,170.487,1.0,186.07,188.871,1.0,187.529,209.259,1.0,187.637,226.336,1.0
619,191.453,50.647,1.0,191.482,67.862,1.0,191.323,83.523,1.0,191.583,98.99,1.0,191.511,112.291,1.0,190.994,125.548,1.0,191.755,138.995,1.0,190.356,149.55,1.0,189.658,169.934,1.0,185.984,188.691,1.0,187.429,209.007,1.0,187.538,226.139,1.0
620,191.424,50.543,1.0,191.502,67.605,1.0,191.31,83.522,1.0,191.535,98.941,1.0,191.423,112.322,1.0,190.974,125.705,1.0,191.681,139.313,1.0,190.589,149.901,1.0,190.017,170.799,1.0,186.097,189.072,1.0,187.513,209.102,1.0,187.448,226.222,1.0
621,191.517,50.697,1.0,191.561,67.609,1.0,191.399,83.755,1.0,191.588,98.985,1.0,191.445,112.35,1.0,190.912,125.808,1.0,191.648,139.47,1.0,190.555,150.115,1.0,190.395,171.117,1.0,186.079,189.334,1.0,187.46,209.133,1.0,187.41,226.248,1.0
622,191.539,50.663,1.0,191.551,67.627,1.0,191.386,83.716,1.0,191.597,98.978,1.0,191.455,112.347,1.0,190.878,125.788,1.0,191.6,139.393,1.0,190.58,150.0,1.0,190.423,171.046,1.0,185.964,189.221,1.0,187.312,209.028,1.0,187.331,226.178,1.0
623,191.537,50.744,1.0,191.512,67.697,1.0,191.397,83.501,1.0,191.702,98.914,1.0,191.478,112.361,1.0,190.79,125.821,1.0,191.494,139.424,1.0,190.509,149.935,1.0,190.227,170.697,1.0,185.618,188.91,1.0,187.203,209.162,1.0,187.274,226.216,1.0
624,191.241,50.125,1.0,191.483,66.822,1.0,191.428,82.465,1.0,191.573,98.251,1.0,191.963,113.738,1.0,191.297,124.568,1.0,191.737,138.088,1.0,190.127,152.756,1.0,189.574,169.603,1.0,185.985,188.674,1.0,186.976,208.85,1.0,186.965,225.579,1.0
625,191.34,50.399,1.0,191.412,67.022,1.0,191.497,82.423,1.0,191.913,98.318,1.0,192.004,113.973,1.0,191.277,125.207,1.0,191.565,138.82,1.0,189.984,149.263,1.0,189.996,170.388,1.0,185.633,189.091,1.0,187.136,208.841,1.0,186.822,225.926,1.0
626,191.46,50.424,1.0,191.405,67.147,1.0,191.516,82.186,1.0,192.022,98.399,1.0,192.2,113.906,1.0,191.435,125.084,1.0,191.705,138.518,1.0,189.866,148.686,1.0,189.137,169.235,1.0,185.74,188.79,1.0,187.169,208.943,1.0,187.022,225.62,1.0
627,191.472,50.554,1.0,191.33,67.365,1.0,191.445,82.5,1.0,191.968,98.574,1.0,191.891,114.12,1.0,191.378,125.386,1.0,191.718,138.977,1.0,190.157,149.115,1.0,189.593,170.165,1.0,185.477,189.065,1.0,187.166,209.087,1.0,187.043,225.972,1.0
628,191.556,50.614,1.0,191.324,67.257,1.0,191.455,82.035,1.0,191.937,98.255,1.0,192.033,113.79,1.0,191.1,125.054,1.0,191.747,138.507,1.0,190.104,148.922,1.0,189.508,169.9,1.0,185.556,188.833,1.0,187.144,209.189,1.0,186.804,225.922,1.0
629,191.6,50.567,1.0,191.281,67.245,1.0,191.444,81.968,1.0,192.078,98.206,1.0,192.172,113.903,1.0,191.288,125.269,1.0,191.789,138.682,1.0,190.123,149.176,1.0,189.74,170.221,1.0,185.669,188.944,1.0,187.106,208.913,1.0,186.759,225.876,1.0
630,191.554,50.564,1.0,191.249,67.233,1.0,191.401,82.082,1.0,192.003,98.267,1.0,192.323,113.716,1.0,191.368,125.18,1.0,191.744,138.432,1.0,190.035,149.019,1.0,189.599,169.893,1.0,185.663,188.829,1.0,186.949,208.874,1.0,186.64,225.763,1.0
631,191.536,50.589,1.0,191.248,67.272,1.0,191.439,82.02,1.0,192.006,98.233,1.0,192.254,113.72,1.0,191.312,125.056,1.0,191.701,138.306,1.0,190.24,152.888,1.0,189.457,169.771,1.0,185.61,188.683,1.0,187.021,208.829,1.0,186.681,225.622,1.0
632,191.527,50.645,1.0,191.229,67.321,1.0,191.42,82.172,1.0,192.045,98.326,1.0,192.243,113.757,1.0,191.297,125.155,1.0,191.694,138.456,1.0,190.009,148.915,1.0,189.719,169.997,1.0,185.654,188.79,1.0,187.118,208.952,1.0,186.642,225.73,1.0
633,191.515,50.744,1.0,191.226,67.353,1.0,191.38,82.363,1.0,192.011,98.392,1.0,192.237,113.763,1.0,191.3,125.116,1.0,191.769,138.522,1.0,190.016,148.944,1.0,189.733,170.18,1.0,185.77,188.762,1.0,187.157,208.974,1.0,186.619,225.833,1.0
634,191.566,50.618,1.0,191.279,67.282,1.0,191.367,82.145,1.0,191.966,98.268,1.0,192.242,113.724,1.0,191.278,125.072,1.0,191.701,138.368,1.0,190.096,148.972,1.0,189.774,170.368,1.0,185.645,188.804,1.0,187.243,209.008,1.0,186.782,225.944,1.0
635,191.578,50.629,1.0,191.218,67.285,1.0,191.325,81.976,1.0,191.895,98.253,1.0,192.391,113.549,1.0,191.238,124.888,1.0,191.764,138.044,1.0,190.384,152.708,1.0,189.555,169.699,1.0,185.664,188.452,1.0,187.192,208.944,1.0,186.884,225.848,1.0
